,Procedure,Outcome,Features,Model,Rep,Fold,FPR,TPR,Thresholds
132,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.009508520622375895,0.3876847290640394,0.7417152038028391
133,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.009632007903185972,0.3876847290640394,0.7414576792004318
134,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.009632007903185972,0.39064039408866996,0.740920927376412
135,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.009878982464806126,0.39064039408866996,0.7408249979319115
136,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.009878982464806126,0.39113300492610836,0.7408188793228033
137,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.0100024697456162,0.39113300492610836,0.7408187318990643
138,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.0100024697456162,0.3916256157635468,0.7407088431169268
139,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010125957026426277,0.3916256157635468,0.7406951229124904
140,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010125957026426277,0.3921182266009852,0.7406139315230222
141,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010249444307236354,0.3921182266009852,0.7403923037194126
142,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010249444307236354,0.39507389162561574,0.7389850295682092
143,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010372931588046431,0.39507389162561574,0.7387986396842529
144,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010372931588046431,0.39704433497536945,0.73754518461721
145,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010496418868856508,0.39704433497536945,0.7374976335603849
146,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010496418868856508,0.4,0.7366271305159401
147,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010619906149666585,0.4,0.7365117922412266
148,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010619906149666585,0.4004926108374384,0.7364150559938804
149,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010743393430476662,0.4004926108374384,0.73626018768487
150,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010743393430476662,0.4009852216748768,0.7360158665825975
151,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010866880711286737,0.4009852216748768,0.7359496046917352
152,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010866880711286737,0.4039408866995074,0.7344701310257369
153,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010990367992096814,0.4039408866995074,0.7341567929521772
154,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.010990367992096814,0.4044334975369458,0.7340482392198725
155,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01111385527290689,0.4044334975369458,0.7334987940192128
156,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01111385527290689,0.40492610837438425,0.7333916171420142
157,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011360829834527044,0.40492610837438425,0.7332910380062223
158,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011360829834527044,0.40541871921182265,0.7331373168562054
159,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011484317115337121,0.40541871921182265,0.7329097718858525
160,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011484317115337121,0.4103448275862069,0.7320304736069027
161,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011607804396147196,0.4103448275862069,0.7319248923073258
162,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011607804396147196,0.4123152709359606,0.7311493236929383
163,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011731291676957273,0.4123152709359606,0.7311310056032749
164,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.011731291676957273,0.41330049261083746,0.7308787677273049
165,Decompression,High_Health_Utilizer,Health_Util_Features,Full_dataset,0,0,0.01185477895776735,0.41330049261083746,0.7306679679373952
